TIME,CURRENCY,USD_PRICE,USD_NET_REVENUE
2023-05-11T02:36:42Z,USD,299.9900000000,328.4900000000
2023-05-11T02:36:46Z,USD,99.9900000000,109.4900000000
2023-05-11T02:36:51Z,USD,249.9900000000,249.9900000000
2023-05-11T02:36:52Z,USD,8.9900000000,9.9100000000
2023-05-11T02:36:52Z,USD,99.9900000000,96.2100000000
2023-05-11T02:36:52Z,USD,159.9900000000,153.9200000000
2023-05-11T02:36:52Z,USD,99.9900000000,96.2100000000
2023-05-11T02:36:52Z,USD,149.9900000000,147.1000000000
2023-05-11T02:36:53Z,EUR,43.9770018003,43.9770018003
2023-05-11T02:36:53Z,USD,299.9900000000,327.7400000000
2023-05-11T02:36:53Z,USD,299.9900000000,327.5900000000
2023-05-11T02:36:53Z,USD,299.9900000000,326.9900000000
2023-05-11T02:36:55Z,USD,299.9900000000,320.2400000000
2023-05-11T02:36:58Z,USD,299.9900000000,324.0600000000
2023-05-11T02:36:59Z,USD,99.9900000000,106.2400000000
2023-05-11T02:37:02Z,EUR,285.9109952003,285.9109952003
2023-05-11T02:37:05Z,CAD,299.1119860134,337.9975163334
2023-05-11T02:37:05Z,CAD,0.0000000000,0.0000000000
2023-05-11T02:37:05Z,EUR,384.8839925003,384.8839925003
2023-05-11T02:37:12Z,EUR,384.8839925003,384.8839925003
2023-05-11T02:37:13Z,EUR,384.8839925003,384.8839925003
2023-05-11T02:37:14Z,USD,149.9900000000,161.9900000000
2023-05-11T02:37:15Z,USD,129.9900000000,139.4100000000
2023-05-11T02:37:15Z,USD,149.9900000000,160.8700000000
2023-05-11T02:37:23Z,USD,199.9900000000,198.0500000000
2023-05-11T02:37:23Z,USD,14.9900000000,13.9500000000
2023-05-11T02:37:24Z,USD,299.9900000000,324.7400000000
2023-05-11T02:37:24Z,USD,299.9900000000,327.7400000000
2023-05-11T02:37:25Z,USD,299.9900000000,328.4900000000
2023-05-11T02:37:28Z,USD,299.9900000000,319.8600000000
2023-05-11T02:37:32Z,USD,99.9900000000,89.0500000000
2023-05-11T02:37:32Z,USD,159.9900000000,142.5000000000
2023-05-11T02:37:32Z,USD,19.9900000000,17.8000000000
2023-05-11T02:37:32Z,USD,49.9900000000,44.5300000000
2023-05-11T02:37:33Z,EUR,384.8839925003,384.8839925003
2023-05-11T02:37:34Z,USD,179.9900000000,197.0900000000
2023-05-11T02:37:34Z,USD,299.9900000000,326.2400000000
2023-05-11T02:37:34Z,USD,149.9900000000,162.9300000000
2023-05-11T02:37:34Z,USD,14.9900000000,14.9900000000
2023-05-11T02:37:35Z,GBP,378.0188989500,378.0188989500
2023-05-11T02:37:36Z,USD,299.9900000000,331.4900000000
2023-05-11T02:37:39Z,GBP,378.0188989500,378.0188989500
2023-05-11T02:37:41Z,USD,179.9900000000,192.5900000000
2023-05-11T02:37:44Z,EUR,109.9590000003,109.9590000003
2023-05-11T02:37:44Z,EUR,21.9830024003,21.9830024003
2023-05-11T02:37:44Z,EUR,16.4845025503,16.4845025503
2023-05-11T02:37:46Z,USD,179.9900000000,132.7000000000
2023-05-11T02:37:46Z,USD,149.9900000000,108.0000000000
2023-05-11T02:37:46Z,USD,39.9900000000,28.7900000000
2023-05-11T02:37:46Z,USD,29.9900000000,21.5900000000
2023-05-11T02:37:46Z,USD,39.9900000000,28.7800000000
2023-05-11T02:37:46Z,USD,39.9900000000,28.8100000000
2023-05-11T02:37:46Z,USD,49.9900000000,36.8600000000
2023-05-11T02:37:46Z,USD,99.9900000000,82.5700000000
2023-05-11T02:37:46Z,USD,159.9900000000,132.1200000000
2023-05-11T02:37:46Z,USD,19.9900000000,16.5100000000
2023-05-11T02:37:46Z,USD,99.9900000000,82.5800000000
2023-05-11T02:37:46Z,EUR,32.9800021003,32.9800021003
2023-05-11T02:37:49Z,USD,249.9900000000,273.7400000000
2023-05-11T02:37:49Z,USD,19.9900000000,19.9900000000
2023-05-11T02:37:51Z,EUR,186.9379979003,186.9379979003
2023-05-11T02:37:51Z,EUR,10.9860027003,10.9860027003
2023-05-11T02:37:53Z,EUR,142.9499991003,142.9499991003
2023-05-11T02:37:53Z,EUR,32.9800021003,32.9800021003
2023-05-11T02:38:01Z,USD,299.9900000000,317.9900000000
2023-05-11T02:38:03Z,EUR,98.9620003003,61.5172163218
2023-05-11T02:38:03Z,EUR,27.4815022503,17.0893375338
2023-05-11T02:38:04Z,EUR,384.8839925003,384.8839925003
2023-05-11T02:38:04Z,USD,79.9900000000,87.5900000000
2023-05-11T02:38:04Z,EUR,219.9289970003,219.9289970003
2023-05-11T02:38:04Z,EUR,384.8839925003,384.8839925003
2023-05-11T02:38:04Z,USD,199.9900000000,202.3000000000
2023-05-11T02:38:04Z,USD,14.9900000000,13.9500000000
2023-05-11T02:38:05Z,EUR,384.8839925003,384.8839925003
2023-05-11T02:38:08Z,EUR,384.8839925003,384.8839925003
2023-05-11T02:38:09Z,USD,149.9900000000,160.4900000000
2023-05-11T02:38:09Z,GBP,378.0188989500,378.0188989500
2023-05-11T02:38:12Z,EUR,384.8839925003,384.8839925003
2023-05-11T02:38:13Z,EUR,384.8839925003,384.8839925003
2023-05-11T02:38:14Z,USD,299.9900000000,328.4900000000
2023-05-11T02:38:18Z,GBP,252.0083989500,234.4425352500
2023-05-11T02:38:18Z,GBP,18.8889739500,17.5784647500
2023-05-16T19:56:45Z,EUR,98.9620003003,61.5172163218
2023-05-16T19:56:45Z,EUR,27.4815022503,17.0893375338
2023-05-16T19:56:45Z,EUR,98.9620003003,160.5012106215
2023-05-16T19:56:45Z,EUR,27.4815022503,44.5708397841
2023-05-16T19:56:45Z,EUR,21.9830024003,21.9830024003
2023-05-16T19:56:45Z,EUR,16.4845025503,16.4845025503
2023-05-16T19:56:49Z,EUR,10.9860027003,10.9860027003
2023-05-16T19:56:50Z,GBP,378.0188989500,378.0188989500
2023-05-16T21:44:47Z,USD,299.9900000000,325.8600000000
2023-05-16T21:44:49Z,USD,299.9900000000,323.2400000000
2023-05-16T21:44:49Z,USD,299.9900000000,326.9900000000
2023-05-16T21:44:49Z,USD,199.9900000000,205.0500000000
2023-05-16T21:44:49Z,USD,14.9900000000,13.9500000000
2023-05-16T21:44:49Z,USD,299.9900000000,323.9900000000
2023-05-16T21:44:49Z,USD,299.9900000000,320.2400000000
2023-05-16T21:44:49Z,USD,299.9900000000,0.0000000000
2023-05-16T21:44:49Z,USD,299.9900000000,317.9900000000
2023-05-16T21:44:53Z,CAD,299.1119860134,343.9051257474
2023-05-16T21:44:53Z,USD,199.9900000000,198.0500000000
2023-05-16T21:44:53Z,USD,14.9900000000,13.9500000000
2023-05-16T21:44:53Z,USD,299.9900000000,0.0000000000
2023-05-16T21:44:53Z,USD,299.9900000000,325.8600000000
2023-05-16T21:44:53Z,USD,299.9900000000,326.0900000000
2023-05-16T21:44:53Z,USD,199.9900000000,200.0500000000
2023-05-16T21:44:53Z,USD,14.9900000000,13.9500000000
2023-05-17T00:13:39Z,USD,199.9900000000,218.7400000000
2023-05-17T00:13:39Z,USD,14.9900000000,0.0000000000
2023-05-17T04:29:18Z,USD,299.9900000000,323.9900000000
2023-05-17T06:41:23Z,USD,14.9900000000,0.0000000000
2023-05-17T06:41:23Z,USD,199.9900000000,214.7400000000
2023-05-17T09:07:10Z,USD,299.9900000000,331.4900000000
2023-05-17T10:48:30Z,PLN,48.1500000000,0.0000000000
2023-05-17T10:51:23Z,USD,199.9900000000,213.4900000000
2023-05-17T10:51:23Z,USD,14.9900000000,0.0000000000
2023-05-17T10:54:30Z,USD,99.9900000000,110.4900000000
2023-05-17T10:54:30Z,USD,29.9900000000,33.1400000000
2023-05-17T11:49:51Z,USD,129.9900000000,141.5300000000
2023-05-17T15:53:55Z,USD,299.9900000000,327.5300000000
2023-05-17T16:33:52Z,USD,109.9900000000,120.4400000000
2023-05-17T17:18:49Z,USD,199.9900000000,213.9900000000
2023-05-17T17:36:26Z,USD,149.9900000000,165.1400000000
2023-05-17T17:36:26Z,USD,9.9900000000,0.0000000000
2023-05-17T19:10:09Z,EUR,379.3200000000,379.3200000000
2023-05-17T21:52:34Z,USD,299.9900000000,324.7400000000
2023-05-17T21:52:35Z,USD,299.9900000000,323.9900000000
2023-05-17T21:52:35Z,USD,299.9900000000,317.9900000000
2023-05-17T21:52:37Z,USD,299.9900000000,315.3800000000
2023-05-17T21:52:37Z,USD,149.9900000000,157.6800000000
2023-05-17T21:52:37Z,USD,199.9900000000,210.2500000000
2023-05-17T21:52:37Z,USD,299.9900000000,329.2400000000
2023-05-17T21:52:37Z,USD,299.9900000000,320.9900000000
2023-05-17T21:52:38Z,USD,299.9900000000,320.9900000000
2023-05-17T21:52:38Z,USD,34.9900000000,37.4400000000
2023-05-17T21:52:38Z,USD,299.9900000000,323.9900000000
2023-05-17T21:52:40Z,USD,199.9900000000,427.9800000000
2023-05-17T21:52:41Z,USD,149.9900000000,160.4900000000
2023-05-17T21:52:41Z,EUR,252.9199961003,237.4472175224
2023-05-17T21:52:41Z,EUR,16.4845025503,15.4837755776
2023-05-17T21:52:41Z,EUR,16.4845025503,16.4845025503
2023-05-17T21:52:41Z,USD,39.9900000000,43.0900000000
2023-05-18T00:29:03Z,EUR,357.6400000000,357.6400000000
2023-05-18T01:42:53Z,EUR,108.3700000000,108.3700000000
2023-05-18T02:34:07Z,EUR,357.6400000000,357.6400000000
2023-05-18T05:20:32Z,GBP,199.0800000000,199.0800000000
2023-05-18T05:27:20Z,USD,199.9900000000,213.9900000000
2023-05-18T05:40:40Z,EUR,32.4300000000,32.4300000000
2023-05-18T05:40:40Z,EUR,54.0600000000,54.0600000000
2023-05-18T09:00:58Z,USD,199.9900000000,216.4900000000
2023-05-18T10:57:24Z,USD,149.9900000000,162.5500000000
2023-05-18T12:38:51Z,USD,199.9900000000,211.9900000000
2023-05-18T12:38:51Z,USD,14.9900000000,0.0000000000
2023-05-18T15:12:14Z,CAD,200.3800000000,226.4300000000
2023-05-18T15:23:39Z,EUR,216.2900000000,216.2900000000
2023-05-18T21:48:26Z,USD,129.9900000000,141.2800000000
2023-05-18T23:53:08Z,USD,299.9900000000,328.4900000000
2023-05-19T00:46:03Z,CAD,44.4400000000,49.7700000000
2023-05-19T00:46:03Z,CAD,48.1500000000,53.9300000000
2023-05-19T03:48:16Z,USD,249.9900000000,267.4900000000
2023-05-19T03:48:16Z,USD,199.9900000000,213.9900000000
2023-05-19T06:10:36Z,USD,199.9900000000,215.9900000000
2023-05-19T06:10:36Z,USD,14.9900000000,0.0000000000
2023-05-19T07:43:01Z,GBP,25.1894989500,25.1894989500
2023-05-19T07:43:01Z,USD,149.9900000000,159.9300000000
2023-05-19T07:43:01Z,USD,19.9900000000,21.3100000000
2023-05-19T07:43:01Z,GBP,378.0188989500,378.0188989500
2023-05-19T07:43:01Z,GBP,75.5936989500,75.5936989500
2023-05-19T07:43:01Z,GBP,201.6041989500,201.6041989500
2023-05-19T07:43:01Z,GBP,100.7957989500,100.7957989500
2023-05-19T07:43:04Z,USD,187.0000000000,200.0900000000
2023-05-19T07:43:06Z,GBP,239.4073489500,191.5233589500
2023-05-19T07:43:06Z,GBP,214.2052489500,214.2052489500
2023-05-19T07:43:06Z,GBP,151.1999989500,151.1999989500
2023-05-19T07:43:06Z,GBP,75.5936989500,75.5936989500
2023-05-19T07:43:10Z,PLN,205.2584510400,205.2584510400
2023-05-19T07:43:12Z,EUR,186.9379979003,127.1143195323
2023-05-19T07:43:12Z,EUR,43.9770018003,29.9008421843
2023-05-19T07:43:12Z,EUR,32.9800021003,22.4228823883
2023-05-19T07:43:12Z,EUR,10.9860027003,7.4779597960
2023-05-19T07:43:13Z,USD,9.9900000000,10.9600000000
2023-05-19T07:43:13Z,CAD,145.8132607134,144.3475753398
2023-05-19T07:43:13Z,CAD,44.8604416134,44.4042844308
2023-05-19T07:43:13Z,CAD,37.3824550134,37.0235116566
2023-05-19T07:43:13Z,CAD,97.2063478134,96.2416875420
2023-05-19T07:43:13Z,EUR,164.9439985003,164.9439985003
2023-05-19T07:43:13Z,EUR,164.9439985003,164.9439985003
2023-05-19T07:43:13Z,USD,99.9900000000,211.9800000000
2023-05-19T07:43:15Z,EUR,65.9710012003,65.9710012003
2023-05-19T07:43:15Z,EUR,54.9740015003,54.9740015003
2023-05-19T07:43:15Z,EUR,43.9770018003,87.9540036006
2023-05-19T07:43:15Z,EUR,54.9740015003,54.9740015003
2023-05-19T07:43:16Z,USD,69.9900000000,24.9400000000
2023-05-19T07:43:16Z,USD,39.9900000000,14.2600000000
2023-05-19T07:43:16Z,USD,29.9900000000,10.6900000000
2023-05-19T07:43:16Z,USD,9.9900000000,3.5600000000
2023-05-19T07:43:16Z,EUR,98.9620003003,98.9620003003
2023-05-19T07:43:17Z,EUR,164.9439985003,329.8879970006
2023-05-19T07:43:17Z,EUR,10.9860027003,21.9720054006
2023-05-19T07:43:17Z,USD,49.9900000000,27.2000000000
2023-05-19T07:43:17Z,USD,149.9900000000,81.6400000000
2023-05-19T07:43:18Z,GBP,201.6041989500,201.6041989500
2023-05-19T07:43:20Z,USD,49.9900000000,52.5500000000
2023-05-19T07:43:25Z,USD,39.9900000000,44.0900000000
2023-05-19T07:43:25Z,USD,99.9900000000,105.9900000000
2023-05-19T07:43:32Z,EUR,384.8839925003,384.8839925003
2023-05-19T07:43:34Z,USD,149.9900000000,161.9900000000
2023-05-19T07:43:40Z,GBP,16.3687639500,16.3687639500
2023-05-19T07:43:40Z,GBP,189.0031489500,189.0031489500
2023-05-19T07:43:41Z,CAD,201.8981602134,228.1458931794
2023-05-19T07:43:41Z,USD,249.9900000000,268.1100000000
2023-05-19T07:43:42Z,USD,219.9900000000,239.5100000000
2023-05-19T07:43:42Z,USD,39.9900000000,87.0800000000
2023-05-19T07:43:44Z,GBP,252.0083989500,252.0083989500
2023-05-19T07:43:46Z,USD,99.9900000000,97.0200000000
2023-05-19T07:43:46Z,USD,159.9900000000,155.2500000000
2023-05-19T07:43:46Z,USD,19.9900000000,19.4100000000
2023-05-19T07:43:46Z,USD,99.9900000000,97.0200000000
2023-05-19T07:43:46Z,USD,139.9900000000,138.2400000000
2023-05-19T07:43:46Z,USD,249.9900000000,246.8600000000
2023-05-19T07:43:46Z,USD,119.9900000000,118.4900000000
2023-05-19T07:43:46Z,USD,9.9900000000,9.0600000000
2023-05-19T07:43:49Z,EUR,109.9590000003,109.9590000003
2023-05-19T07:43:50Z,EUR,109.9590000003,109.9590000003
2023-05-19T07:43:53Z,EUR,186.9379979003,124.7829555959
2023-05-19T07:43:53Z,EUR,43.9770018003,29.3509921993
2023-05-19T07:43:53Z,EUR,32.9800021003,22.0159933994
2023-05-19T07:43:53Z,EUR,5.4875028503,3.6729978998
2023-05-19T07:43:57Z,GBP,252.0083989500,252.0083989500
2023-05-19T07:43:58Z,EUR,10.9860027003,10.9860027003
2023-05-19T07:43:58Z,EUR,164.9439985003,164.9439985003
2023-05-19T07:44:00Z,USD,14.9900000000,16.2300000000
2023-05-19T07:44:01Z,EUR,131.9529994003,102.2830942097
2023-05-19T07:44:01Z,EUR,27.4815022503,21.3011884189
2023-05-19T07:44:01Z,EUR,109.9590000003,85.2377446747
2023-05-19T07:44:02Z,CAD,100.9453411134,114.0692075964
2023-05-19T07:44:03Z,USD,99.9900000000,82.9600000000
2023-05-19T07:44:03Z,USD,159.9900000000,132.7600000000
2023-05-19T07:44:03Z,USD,19.9900000000,16.5900000000
2023-05-19T07:44:03Z,USD,99.9900000000,82.9700000000
2023-05-19T07:44:05Z,EUR,131.9529994003,102.2830942097
2023-05-19T07:44:05Z,EUR,27.4815022503,21.3011884189
2023-05-19T07:44:05Z,EUR,109.9590000003,85.2377446747
2023-05-19T07:44:07Z,GBP,8.8081339500,8.8081339500
2023-05-19T07:44:09Z,USD,4.9900000000,4.9900000000
2023-05-19T07:44:10Z,CAD,201.8981602134,210.1912473528
2023-05-19T07:44:10Z,CAD,14.9484952134,13.9240110492
2023-05-19T07:44:11Z,EUR,131.9529994003,100.5895562559
2023-05-19T07:44:11Z,EUR,27.4815022503,20.9602814282
2023-05-19T07:44:12Z,EUR,219.9289970003,219.9289970003
2023-05-19T07:44:13Z,CAD,201.8981602134,224.1077804154
2023-05-19T07:44:15Z,USD,2.9900000000,3.2100000000
2023-05-19T07:44:16Z,USD,149.9900000000,158.2400000000
2023-05-19T07:44:16Z,USD,199.9900000000,214.4900000000
2023-05-19T07:44:19Z,USD,299.9900000000,317.9900000000
2023-05-19T07:44:22Z,EUR,384.8839925003,384.8839925003
2023-05-19T07:44:23Z,USD,149.9900000000,158.2400000000
2023-05-19T07:44:23Z,USD,299.9900000000,317.9900000000
2023-05-19T07:44:31Z,EUR,186.9379979003,186.9379979003
2023-05-19T07:44:32Z,USD,69.9900000000,37.5300000000
2023-05-19T07:44:32Z,USD,59.9900000000,32.1700000000
2023-05-19T07:44:32Z,EUR,384.8839925003,384.8839925003
2023-05-19T07:44:34Z,GBP,378.0188989500,378.0188989500
2023-05-19T07:44:38Z,GBP,378.0188989500,378.0188989500
2023-05-19T07:44:39Z,USD,11.9900000000,12.9800000000
2023-05-19T07:44:39Z,USD,299.9900000000,324.7400000000
2023-05-19T07:44:42Z,EUR,32.9800021003,65.9600042006
2023-05-19T07:44:42Z,EUR,16.4845025503,32.9690051006
2023-05-19T07:44:43Z,GBP,176.4020989500,176.4020989500
2023-05-19T07:44:44Z,EUR,186.9379979003,122.2536456649
2023-05-19T07:44:44Z,EUR,43.9770018003,28.7571542155
2023-05-19T07:44:44Z,EUR,32.9800021003,21.5651164117
2023-05-19T07:44:44Z,EUR,109.9590000003,71.9203780380
2023-05-19T07:44:45Z,USD,149.9900000000,84.2400000000
2023-05-19T07:44:45Z,USD,39.9900000000,22.4600000000
2023-05-19T07:44:45Z,USD,29.9900000000,16.8400000000
2023-05-19T07:44:45Z,USD,39.9900000000,22.4500000000
2023-05-19T07:44:45Z,USD,39.9900000000,22.4700000000
2023-05-19T07:44:45Z,USD,39.9900000000,23.5000000000
2023-05-19T07:44:49Z,USD,99.9900000000,90.8400000000
2023-05-19T07:44:49Z,USD,159.9900000000,145.3300000000
2023-05-19T07:44:49Z,USD,99.9900000000,90.8500000000
2023-05-19T07:44:49Z,GBP,176.4020989500,176.4020989500
2023-05-19T07:44:49Z,GBP,12.5884489500,12.5884489500
2023-05-19T07:44:51Z,USD,199.9900000000,216.2400000000
2023-05-19T07:44:52Z,EUR,186.9379979003,122.2536456649
2023-05-19T07:44:52Z,EUR,43.9770018003,28.7571542155
2023-05-19T07:44:52Z,EUR,32.9800021003,21.5651164117
2023-05-19T07:44:52Z,EUR,109.9590000003,71.9203780380
2023-05-19T07:44:52Z,EUR,21.9830024003,21.9830024003
2023-05-19T07:44:52Z,EUR,16.4845025503,16.4845025503
2023-05-19T07:44:52Z,EUR,54.9740015003,54.9740015003
2023-05-19T07:44:55Z,USD,299.9900000000,317.9900000000
2023-05-19T07:44:55Z,USD,14.9900000000,16.1100000000
2023-05-19T07:44:57Z,USD,99.9900000000,83.9500000000
2023-05-19T07:44:57Z,USD,159.9900000000,134.3300000000
2023-05-19T07:44:57Z,USD,19.9900000000,16.7900000000
2023-05-19T07:44:57Z,USD,99.9900000000,83.9600000000
2023-05-19T07:44:58Z,USD,119.9900000000,129.8900000000
2023-05-19T07:45:03Z,USD,99.9900000000,159.1600000000
2023-05-19T07:45:03Z,USD,39.9900000000,63.6600000000
2023-05-19T07:45:03Z,CAD,37.3824550134,39.2519516634
2023-05-19T07:45:07Z,USD,14.9900000000,16.3200000000
2023-05-19T07:45:07Z,USD,14.9900000000,16.1100000000
2023-05-19T07:45:08Z,USD,249.9900000000,271.4900000000
2023-05-19T07:45:08Z,EUR,54.9740015003,54.9740015003
2023-05-19T07:45:08Z,EUR,32.9800021003,32.9800021003
2023-05-19T07:45:08Z,EUR,219.9289970003,219.9289970003
2023-05-19T07:45:09Z,USD,199.9900000000,204.0500000000
2023-05-19T07:45:09Z,USD,14.9900000000,13.9500000000
2023-05-19T07:45:09Z,USD,219.9900000000,231.2800000000
2023-05-19T07:45:13Z,USD,19.9900000000,42.7800000000
2023-05-19T07:45:14Z,USD,79.9900000000,86.3900000000
2023-05-19T07:45:15Z,USD,39.9900000000,84.7800000000
2023-05-19T07:45:19Z,USD,89.9900000000,98.4200000000
2023-05-19T07:45:22Z,EUR,252.9199961003,252.9199961003
2023-05-19T07:45:24Z,EUR,16.4845025503,16.4845025503
2023-05-19T07:45:32Z,USD,129.9900000000,140.3900000000
2023-05-19T07:45:34Z,EUR,32.9800021003,32.9800021003
2023-05-19T07:45:34Z,EUR,54.9740015003,54.9740015003
2023-05-19T07:45:34Z,EUR,43.9770018003,43.9770018003
2023-05-19T07:45:35Z,USD,149.9900000000,156.3300000000
2023-05-19T07:45:35Z,USD,9.9900000000,9.9900000000
2023-05-19T07:45:37Z,EUR,252.9199961003,237.4472175224
2023-05-19T07:45:37Z,EUR,16.4845025503,15.4837755776
2023-05-19T07:45:37Z,EUR,219.9289970003,219.9289970003
2023-05-19T07:45:39Z,USD,149.9900000000,130.1800000000
2023-05-19T07:45:39Z,USD,39.9900000000,34.6900000000
2023-05-19T07:45:39Z,USD,29.9900000000,26.0400000000
2023-05-19T07:45:39Z,USD,99.9900000000,86.7900000000
2023-05-19T07:45:39Z,USD,149.9900000000,158.2400000000
2023-05-19T07:45:39Z,USD,29.9900000000,32.6500000000
2023-05-19T07:45:40Z,EUR,131.9529994003,103.8006801683
2023-05-19T07:45:40Z,EUR,186.9379979003,147.0628769881
2023-05-19T07:45:40Z,EUR,27.4815022503,21.6310984099
2023-05-19T07:45:40Z,EUR,65.9710012003,51.9058385840
2023-05-19T07:45:40Z,USD,199.9900000000,201.0500000000
2023-05-19T07:45:40Z,USD,14.9900000000,13.9500000000
2023-05-19T07:45:45Z,CAD,201.8981602134,212.2103037348
2023-05-19T07:45:45Z,CAD,14.9484952134,13.9240110492
2023-05-19T07:45:46Z,USD,149.9900000000,160.4900000000
2023-05-19T07:45:47Z,USD,14.9900000000,16.1100000000
2023-05-19T07:45:49Z,EUR,252.9199961003,252.9199961003
2023-05-19T07:45:49Z,EUR,164.9439985003,164.9439985003
2023-05-19T07:45:49Z,EUR,16.4845025503,16.4845025503
2023-05-19T07:45:49Z,EUR,27.4815022503,27.4815022503
2023-05-19T07:45:51Z,USD,19.9900000000,21.0900000000
2023-05-19T07:45:53Z,USD,179.9900000000,179.9900000000
2023-05-19T07:45:55Z,USD,149.9900000000,163.8600000000
2023-05-19T07:45:55Z,USD,9.9900000000,9.9900000000
2023-05-19T07:45:55Z,USD,99.9900000000,82.8000000000
2023-05-19T07:45:55Z,USD,159.9900000000,132.5000000000
2023-05-19T07:45:55Z,USD,19.9900000000,16.5600000000
2023-05-19T07:45:55Z,USD,99.9900000000,82.8200000000
2023-05-19T07:45:56Z,CAD,33.6434617134,38.0180838744
2023-05-19T07:45:56Z,CAD,48.5994349134,54.9183335904
2023-05-19T07:45:57Z,EUR,219.9289970003,219.9289970003
2023-05-19T07:45:57Z,USD,149.9900000000,72.6300000000
2023-05-19T07:45:57Z,USD,39.9900000000,19.3700000000
2023-05-19T07:45:57Z,USD,29.9900000000,14.5200000000
2023-05-19T07:45:57Z,USD,39.9900000000,19.3600000000
2023-05-19T07:45:57Z,USD,39.9900000000,19.3800000000
2023-05-19T07:45:57Z,USD,129.9900000000,141.2000000000
2023-05-19T07:45:57Z,EUR,186.9379979003,122.2536456649
2023-05-19T07:45:57Z,EUR,43.9770018003,28.7571542155
2023-05-19T07:45:57Z,EUR,32.9800021003,21.5651164117
2023-05-19T07:45:57Z,EUR,109.9590000003,71.9203780380
2023-05-19T07:46:00Z,USD,199.9900000000,428.0300000000
2023-05-19T07:46:00Z,USD,179.9900000000,190.7900000000
2023-05-19T07:46:05Z,USD,299.9900000000,313.3400000000
2023-05-19T07:46:11Z,USD,149.9900000000,160.8600000000
2023-05-19T07:46:12Z,USD,299.9900000000,315.8900000000
2023-05-19T07:46:13Z,USD,299.9900000000,327.7400000000
2023-05-19T07:46:13Z,USD,299.9900000000,320.9900000000
2023-05-19T07:46:17Z,USD,299.9900000000,320.9900000000
2023-05-19T07:46:18Z,USD,99.9900000000,106.2900000000
2023-05-19T07:46:18Z,USD,14.9900000000,15.4600000000
2023-05-19T07:46:20Z,USD,199.9900000000,198.5500000000
2023-05-19T07:46:20Z,USD,14.9900000000,13.9500000000
2023-05-19T07:46:21Z,EUR,21.9830024003,21.9830024003
2023-05-19T07:46:22Z,USD,299.9900000000,325.8600000000
2023-05-19T07:46:23Z,USD,199.9900000000,198.5500000000
2023-05-19T07:46:23Z,USD,14.9900000000,13.9500000000
2023-05-19T07:46:24Z,USD,299.9900000000,322.4900000000
2023-05-19T07:46:26Z,USD,299.9900000000,326.2400000000
2023-05-19T07:46:28Z,USD,299.9900000000,319.8600000000
2023-05-19T07:46:28Z,USD,299.9900000000,312.6600000000
2023-05-19T07:46:30Z,USD,87.9900000000,93.8200000000
2023-05-19T07:46:32Z,USD,9.9900000000,10.5200000000
2023-05-19T07:46:35Z,EUR,186.9379979003,122.2536456649
2023-05-19T07:46:35Z,EUR,43.9770018003,28.7571542155
2023-05-19T07:46:35Z,EUR,32.9800021003,21.5651164117
2023-05-19T07:46:35Z,EUR,109.9590000003,71.9203780380
2023-05-19T07:46:37Z,USD,299.9900000000,316.4900000000
2023-05-19T07:46:38Z,EUR,384.8839925003,384.8839925003
2023-05-19T07:46:46Z,USD,299.9900000000,0.0000000000
2023-05-19T07:46:47Z,EUR,384.8839925003,384.8839925003
2023-05-19T07:46:47Z,USD,299.9900000000,325.4900000000
2023-05-19T07:46:47Z,USD,299.9900000000,320.9900000000
2023-05-19T07:46:47Z,USD,299.9900000000,329.2400000000
2023-05-19T07:46:48Z,USD,299.9900000000,323.9900000000
2023-05-19T07:46:53Z,USD,299.9900000000,319.8600000000
2023-05-19T07:46:56Z,USD,299.9900000000,317.9900000000
2023-05-19T07:46:58Z,CAD,100.9453411134,211.9859641368
2023-05-19T07:46:58Z,USD,299.9900000000,317.9900000000
2023-05-19T07:47:00Z,USD,299.9900000000,324.7400000000
2023-05-19T07:47:02Z,USD,299.9900000000,327.7400000000
2023-05-19T07:47:02Z,USD,149.9900000000,149.9900000000
2023-05-19T07:47:03Z,USD,199.9900000000,218.2400000000
2023-05-19T07:47:04Z,USD,299.9900000000,319.4900000000
2023-05-19T07:47:06Z,EUR,384.8839925003,384.8839925003
2023-05-19T07:47:06Z,EUR,0.0000000000,0.0000000000
2023-05-19T07:47:08Z,USD,89.9900000000,93.7900000000
2023-05-19T07:47:08Z,USD,9.9900000000,9.9900000000
2023-05-19T07:47:08Z,USD,149.9900000000,156.3300000000
2023-05-19T07:47:09Z,USD,299.9900000000,330.7400000000
2023-05-19T07:47:17Z,USD,299.9900000000,324.7400000000
2023-05-19T07:47:19Z,USD,299.9900000000,330.2900000000
2023-05-19T07:47:26Z,USD,179.9900000000,192.5900000000
2023-05-19T07:47:26Z,USD,299.9900000000,319.4900000000
2023-05-19T07:47:30Z,GBP,252.0083989500,234.4425352500
2023-05-19T07:47:30Z,GBP,18.8889739500,17.5784647500
2023-05-19T07:47:40Z,USD,299.9900000000,318.8900000000
2023-05-19T07:47:40Z,USD,199.9900000000,211.9900000000
2023-05-19T07:47:41Z,CAD,100.9453411134,105.9929820684
2023-05-19T07:47:41Z,CAD,157.0302406134,164.8821265434
2023-05-19T07:47:43Z,USD,299.9900000000,299.9900000000
2023-05-19T07:47:43Z,USD,299.9900000000,320.9900000000
2023-05-19T07:47:43Z,CAD,149.5522540134,167.4994218534
2023-05-19T07:47:43Z,CAD,11.2095019134,12.5555395014
2023-05-19T07:47:47Z,USD,149.9900000000,132.5500000000
